date,temp_avg_c,temp_max_c,temp_min_c,precip_mm,humidity_pct,windspeed_ms,cloud_cover_pct
2025-05-17,32.46,43.09,21.68,0.0,22.36,3.93,84.28
2025-05-18,26.93,36.08,20.1,0.0,46.2,5.04,69.43
2025-05-19,24.35,33.42,17.07,0.0,46.8,4.95,4.6
2025-05-20,22.93,32.42,14.63,0.0,44.64,4.39,23.94
2025-05-21,23.47,32.71,15.45,0.66,44.3,3.94,12.18
2025-05-22,24.22,34.34,14.87,6.19,47.4,3.19,5.38
2025-05-23,26.18,36.7,15.61,0.0,37.99,2.95,6.4
2025-05-24,28.7,39.02,19.23,0.0,26.71,2.92,7.38
2025-05-25,30.33,39.88,20.97,0.0,23.88,2.85,31.68
2025-05-26,29.23,39.98,19.61,0.0,31.05,4.45,40.03
2025-05-27,24.1,31.47,18.15,1.18,50.08,4.36,6.54
2025-05-28,23.84,32.59,15.32,0.0,44.3,3.15,0.93
2025-05-29,25.42,33.02,17.84,0.0,33.57,2.44,22.55
2025-05-30,26.44,33.42,18.23,0.0,35.54,1.78,16.02
2025-05-31,26.08,32.7,19.82,0.0,38.42,3.58,37.68
2025-06-01,25.73,32.94,18.87,0.0,45.71,3.48,49.26
2025-06-02,24.85,32.07,18.11,0.0,46.42,3.6,34.66
2025-06-03,25.08,33.53,16.57,0.0,47.25,3.46,26.6
2025-06-04,26.62,35.67,17.09,0.0,43.36,3.66,12.68
2025-06-05,27.24,36.81,17.57,0.0,41.47,3.7,4.7
2025-06-06,28.19,38.0,17.9,0.0,37.59,3.32,5.83
2025-06-07,28.35,38.35,18.51,0.0,35.57,3.5,8.87
2025-06-08,27.89,37.54,18.28,0.0,43.02,3.36,9.39
2025-06-09,28.56,37.74,18.6,0.0,45.77,2.68,8.19
2025-06-10,29.4,39.25,19.96,0.0,37.56,3.25,3.3
2025-06-11,29.06,38.38,18.82,0.0,39.19,2.73,2.02
2025-06-12,29.42,38.65,20.27,0.0,42.0,3.01,7.1
2025-06-13,29.56,39.67,19.67,0.0,43.45,3.72,18.35
2025-06-14,28.65,38.78,19.43,0.0,43.58,4.06,4.42
2025-06-15,27.19,36.45,18.65,0.0,47.99,3.92,3.05
2025-06-16,26.46,35.97,17.55,0.0,49.97,4.01,6.13
2025-06-17,27.88,36.53,20.08,0.0,47.16,3.32,28.55
2025-06-18,28.57,36.98,19.73,0.0,42.1,3.56,14.37
2025-06-19,28.28,37.09,18.67,0.0,38.27,2.94,11.04
2025-06-20,28.67,38.18,18.61,0.0,41.88,3.28,7.59
2025-06-21,28.91,37.9,19.57,0.0,42.89,3.39,2.25
2025-06-22,28.27,37.85,19.61,0.0,46.61,4.31,5.5
2025-06-23,27.55,36.1,19.8,0.0,43.76,3.82,10.66
2025-06-24,28.37,37.43,19.18,0.0,46.58,3.04,14.69
2025-06-25,28.64,37.18,19.75,0.42,39.96,3.36,12.05
2025-06-26,28.09,36.38,18.72,0.78,38.94,2.59,7.8
2025-06-27,29.1,37.46,20.06,0.74,36.67,2.36,13.75
2025-06-28,29.55,38.82,20.4,1.99,42.22,2.3,18.74
2025-06-29,29.53,38.93,20.21,0.82,48.23,3.21,12.27
2025-06-30,29.92,38.37,20.9,0.0,45.16,3.03,13.0
2025-07-01,31.27,38.45,24.64,0.09,43.68,3.32,64.75
2025-07-02,30.01,37.86,22.55,0.61,47.14,3.08,13.42
2025-07-03,30.81,39.33,21.56,0.66,44.22,2.28,15.55
2025-07-04,30.51,38.81,23.08,0.48,44.73,3.32,12.3
2025-07-05,29.81,38.9,20.67,0.0,36.06,3.42,1.36
2025-07-06,29.76,39.12,20.41,0.0,36.07,3.64,1.68
2025-07-07,30.07,39.98,19.93,0.0,36.06,3.19,5.38
2025-07-08,29.75,39.44,19.96,0.0,37.86,2.82,1.42
2025-07-09,29.31,38.64,19.51,0.0,41.28,2.51,4.63
2025-07-10,30.62,40.27,20.31,0.0,39.63,2.38,14.26
2025-07-11,30.24,39.01,21.38,0.0,43.52,2.45,24.66
2025-07-12,30.06,38.45,22.53,0.0,47.07,3.03,26.98
2025-07-13,29.38,38.07,21.87,0.0,43.86,3.73,25.6
2025-07-14,28.64,37.27,20.34,0.0,48.85,3.1,21.58
2025-07-15,29.19,37.49,20.44,0.0,42.42,2.16,1.29
2025-07-16,31.36,39.72,22.62,0.0,31.11,2.12,1.81
2025-07-17,32.55,40.74,24.23,0.0,29.41,2.24,7.38
2025-07-18,32.4,40.05,24.42,0.0,34.96,3.06,5.1
2025-07-19,30.66,38.75,22.61,0.0,38.19,3.12,3.12
2025-07-20,30.01,38.7,21.26,0.0,43.94,2.98,7.05
2025-07-21,30.74,38.98,22.32,0.0,46.65,2.98,13.7
2025-07-22,32.28,40.96,23.11,0.0,37.36,1.42,4.69
2025-07-23,33.45,42.14,24.24,0.0,37.55,2.43,9.51
2025-07-24,33.08,41.72,23.86,0.0,28.06,2.17,11.87
2025-07-25,33.12,42.03,24.88,0.0,31.62,2.75,16.56
2025-07-26,33.2,43.04,23.2,0.0,42.15,2.3,17.86
2025-07-27,33.87,42.66,25.08,0.0,33.31,2.86,8.69
2025-07-28,32.88,41.39,24.69,0.0,34.17,2.94,17.9
2025-07-29,31.41,40.13,23.98,0.0,47.79,3.45,16.12
2025-07-30,30.0,38.03,22.83,0.0,45.85,3.01,12.74
2025-07-31,29.49,37.0,23.09,0.0,50.55,3.48,24.41
